Product ID : 961 # of JPs covered : 1 : 117 : Litigation, 
OID,Confidence at Map Node,Error at Map Node
us_000519390,0.058417, 0.061399
us_000508041,0.058417, 0.061741
us_000577886,0.058417, 0.062506
us_000485157,0.058417, 0.063304
us_000514346,0.058417, 0.063758
us_000503160,0.058417, 0.065942
us_000518380,0.058417, 0.065987
us_000533004,0.058417, 0.076539
us_000583363,0.058417, 0.093154
us_000534939,0.058417, 0.164477
us_000545480,0.058417, 0.165750
us_000537867,0.058417, 0.166579
us_000587959,0.058417, 0.168814
us_000504702,0.058417, 0.188234
us_000584093,0.058417, 0.276347
us_000518245,0.058417, 0.535809
us_000566315,0.052358, 0.000081
us_000476449,0.052358, 0.385663
us_000613606,0.052358, 0.395999
us_000592235,0.052358, 0.397088
us_000553429,0.052358, 0.415702
us_000568068,0.052358, 0.422277
us_000131848,0.052358, 0.422277
us_000534146,0.052358, 0.422277
us_000475242,0.052358, 0.422277
us_000535755,0.052358, 0.422277
us_000480962,0.052358, 0.422277
us_000532596,0.052358, 0.456374
pr_000866991,0.048863, 0.000000
pr_001005628,0.048863, 0.000000
pr_000942828,0.048863, 0.000000
pr_000885952,0.048863, 0.000000
pr_000934089,0.048863, 0.000000
pr_000863288,0.048863, 0.000002
pr_000769062,0.048863, 0.000002
pr_001747159,0.048863, 0.000003
pr_000205201,0.048863, 0.000060
us_000580594,0.048863, 0.001797
us_000600633,0.048863, 0.001803
us_000476605,0.048863, 0.010526
us_000468827,0.048863, 0.069269
us_000475277,0.048863, 0.073198
us_000470037,0.048863, 0.098543
us_000579106,0.048863, 0.122037
us_000587069,0.048863, 0.123176
us_000601974,0.048863, 0.123176
us_000601172,0.048863, 0.123176
us_000564596,0.048863, 0.123692
us_000580175,0.048863, 0.123779
us_000488857,0.048863, 0.124075
us_000593147,0.048863, 0.124087
us_000545027,0.048863, 0.124114
us_000501156,0.048863, 0.124123
us_000579487,0.048863, 0.124267
us_000604528,0.048863, 0.124508
us_000534870,0.048863, 0.124600
us_000570007,0.048863, 0.125307
us_000471384,0.048863, 0.125462
us_000572558,0.048863, 0.125683
us_000572943,0.048863, 0.125755
us_000486483,0.048863, 0.125916
us_000485701,0.048863, 0.125916
us_000584054,0.048863, 0.126176
us_000589388,0.048863, 0.126643
us_000578180,0.048863, 0.126645
us_000575541,0.048863, 0.126648
us_000596833,0.048863, 0.127240
us_000514274,0.048863, 0.127302
us_000522462,0.048863, 0.127307
us_000552855,0.048863, 0.127658
us_000521981,0.048863, 0.128385
us_000534452,0.048863, 0.128615
us_000570393,0.048863, 0.129130
us_000485211,0.048863, 0.130244
us_000514257,0.048863, 0.131715
us_000560634,0.048863, 0.131829
us_000588184,0.048863, 0.131843
us_000594501,0.048863, 0.132125
us_000545184,0.048863, 0.133833
us_000616807,0.048863, 0.134224
us_000589809,0.048863, 0.134316
us_000576155,0.048863, 0.134404
us_000564500,0.048863, 0.134999
us_000532582,0.048863, 0.135085
us_000577452,0.048863, 0.135249
us_000505895,0.048863, 0.135292
us_000597915,0.048863, 0.136815
us_000515384,0.048863, 0.138229
us_000487460,0.048863, 0.138811
us_000545112,0.048863, 0.139728
us_000611202,0.048863, 0.142500
us_000519922,0.048863, 0.142601
us_000487513,0.048863, 0.143982
us_000090321,0.048863, 0.150662
us_000513718,0.048863, 0.152833
us_000576601,0.048863, 0.153197
us_000583297,0.048863, 0.155195
us_000584471,0.048863, 0.160644
us_000526458,0.048863, 0.169061
us_000561810,0.048863, 0.171219
us_000296303,0.048863, 0.171860
us_000552627,0.048863, 0.173402
us_000507533,0.048863, 0.173432
us_000570342,0.048863, 0.176172
us_000558936,0.048863, 0.177005
us_000577380,0.048863, 0.181428
us_000566693,0.048863, 0.181514
us_000551372,0.048863, 0.186231
us_000509695,0.048863, 0.188798
us_000526246,0.048863, 0.188890
us_000487016,0.048863, 0.196157
us_000549429,0.048863, 0.196628
us_000575691,0.048863, 0.196900
us_000601441,0.048863, 0.243179
us_000576548,0.048863, 0.280473
us_000557969,0.048863, 0.281013
us_000474960,0.048863, 0.329994
us_000477303,0.048863, 0.338246
us_000611153,0.048863, 0.365491
pr_001827028,0.047159, 0.000000
pr_000970482,0.047159, 0.000000
us_000549173,0.047159, 0.010519
us_000594285,0.047159, 0.036346
us_000155448,0.047159, 0.038852
us_000584521,0.047159, 0.041059
us_000463678,0.047159, 0.041638
us_000489624,0.047159, 0.041943
us_000485675,0.047159, 0.041980
us_000601426,0.047159, 0.042500
us_000468964,0.047159, 0.042665
us_000597030,0.047159, 0.043302
us_000552646,0.047159, 0.043422
us_000488877,0.047159, 0.043664
us_000534678,0.047159, 0.044162
us_000469489,0.047159, 0.044386
us_000021586,0.047159, 0.044662
us_000584576,0.047159, 0.044860
us_000583442,0.047159, 0.045966
us_000533401,0.047159, 0.046299
us_000547640,0.047159, 0.046828
us_000553674,0.047159, 0.046992
us_000463447,0.047159, 0.047265
us_000536211,0.047159, 0.047698
us_000533348,0.047159, 0.047852
us_000601406,0.047159, 0.047903
us_000002646,0.047159, 0.048514
us_000477505,0.047159, 0.048514
us_000318733,0.047159, 0.048514
us_000475092,0.047159, 0.048514
us_000494260,0.047159, 0.048514
us_000552822,0.047159, 0.048517
us_000533809,0.047159, 0.048581
us_000500330,0.047159, 0.048581
us_000483386,0.047159, 0.048762
us_000499737,0.047159, 0.048837
us_000479745,0.047159, 0.049222
pr_000934398,0.047159, 0.049291
pr_000702660,0.047159, 0.049300
pr_000934467,0.047159, 0.049300
us_000480333,0.047159, 0.049300
pr_000169796,0.047159, 0.049300
us_000477496,0.047159, 0.049300
us_000442587,0.047159, 0.049300
us_000482196,0.047159, 0.049300
us_000442095,0.047159, 0.049300
us_000483936,0.047159, 0.049300
us_000463607,0.047159, 0.049300
us_000463640,0.047159, 0.049300
pr_000934436,0.047159, 0.049527
us_000564818,0.047159, 0.049528
pr_000934357,0.047159, 0.049573
us_000564936,0.047159, 0.049612
us_000486011,0.047159, 0.049680
us_000480798,0.047159, 0.049908
pr_000208904,0.047159, 0.050117
us_000466240,0.047159, 0.050122
us_000544232,0.047159, 0.050122
pr_000208999,0.047159, 0.050122
us_000474974,0.047159, 0.050122
us_000460801,0.047159, 0.050122
pr_000208905,0.047159, 0.050122
us_000460793,0.047159, 0.050122
us_000474905,0.047159, 0.050122
pr_000208979,0.047159, 0.050122
us_000544264,0.047159, 0.050122
us_000489335,0.047159, 0.050122
us_000390934,0.047159, 0.050122
us_000021609,0.047159, 0.050122
us_000601427,0.047159, 0.050122
us_000472851,0.047159, 0.050122
us_000474969,0.047159, 0.050122
us_000460800,0.047159, 0.050122
us_000556662,0.047159, 0.050325
us_000559781,0.047159, 0.050506
us_000559040,0.047159, 0.050578
us_000545620,0.047159, 0.050627
us_000473021,0.047159, 0.050761
us_000477142,0.047159, 0.050767
us_000478893,0.047159, 0.050767
us_000463679,0.047159, 0.050779
us_000499870,0.047159, 0.050830
us_000535924,0.047159, 0.050930
us_000549461,0.047159, 0.050962
us_000488824,0.047159, 0.050982
us_000611693,0.047159, 0.050982
us_000560984,0.047159, 0.050982
us_000142636,0.047159, 0.050982
us_000488833,0.047159, 0.050982
us_000556580,0.047159, 0.050982
us_000464510,0.047159, 0.050982
us_000464511,0.047159, 0.050982
us_000463752,0.047159, 0.050982
us_000480312,0.047159, 0.050982
us_000481620,0.047159, 0.050982
us_000480309,0.047159, 0.050982
us_000511210,0.047159, 0.050982
us_000551682,0.047159, 0.050982
us_000512940,0.047159, 0.050982
us_000257627,0.047159, 0.050982
us_000470232,0.047159, 0.050982
us_000463300,0.047159, 0.050982
us_000490700,0.047159, 0.050982
us_000556581,0.047159, 0.050982
us_000481479,0.047159, 0.050982
us_000463307,0.047159, 0.050982
us_000467180,0.047159, 0.050982
us_000470236,0.047159, 0.050982
us_000472883,0.047159, 0.050982
us_000488854,0.047159, 0.050982
us_000474525,0.047159, 0.050982
us_000488881,0.047159, 0.050982
us_000488984,0.047159, 0.050982
us_000476305,0.047159, 0.050982
us_000488848,0.047159, 0.050982
us_000487035,0.047159, 0.050982
us_000294976,0.047159, 0.050982
us_000454616,0.047159, 0.050982
us_000463305,0.047159, 0.050982
us_000142613,0.047159, 0.050982
us_000487046,0.047159, 0.050982
us_000556582,0.047159, 0.050982
us_000464512,0.047159, 0.050982
us_000463759,0.047159, 0.050982
us_000488895,0.047159, 0.050982
us_000463744,0.047159, 0.050982
us_000534699,0.047159, 0.051063
us_000559755,0.047159, 0.051101
us_000189621,0.047159, 0.051112
us_000494328,0.047159, 0.051273
us_000495389,0.047159, 0.051572
us_000547633,0.047159, 0.051652
us_000509852,0.047159, 0.051704
us_000584490,0.047159, 0.051943
us_000536127,0.047159, 0.052099
us_000615374,0.047159, 0.052175
us_000594652,0.047159, 0.052243
us_000475463,0.047159, 0.052393
us_000512387,0.047159, 0.052447
us_000477158,0.047159, 0.052470
us_000557791,0.047159, 0.052873
us_000578786,0.047159, 0.053145
us_000535588,0.047159, 0.053666
us_000463393,0.047159, 0.054083
us_000564796,0.047159, 0.054539
us_000573481,0.047159, 0.054883
us_000526345,0.047159, 0.054947
us_000536305,0.047159, 0.055110
us_000561034,0.047159, 0.055153
us_000464523,0.047159, 0.055207
us_000222003,0.047159, 0.055220
us_000557346,0.047159, 0.055270
us_000507797,0.047159, 0.055343
us_000526501,0.047159, 0.055413
us_000035071,0.047159, 0.055682
us_000515801,0.047159, 0.055737
us_000533967,0.047159, 0.056994
us_000117105,0.047159, 0.057720
us_000595789,0.047159, 0.058104
us_000486234,0.047159, 0.058600
us_000518276,0.047159, 0.058600
us_000518336,0.047159, 0.058600
us_000098291,0.047159, 0.059494
us_000509758,0.047159, 0.059697
us_000543494,0.047159, 0.059858
us_000478669,0.047159, 0.062716
us_000599077,0.047159, 0.064719
us_000530243,0.047159, 0.064849
us_000601414,0.047159, 0.064953
us_000573479,0.047159, 0.065125
us_000560318,0.047159, 0.065290
us_000523617,0.047159, 0.065784
us_000321092,0.047159, 0.069509
us_000536198,0.047159, 0.069993
us_000472458,0.047159, 0.071408
us_000522524,0.047159, 0.071849
us_000526509,0.047159, 0.071936
us_000509836,0.047159, 0.075037
us_000575188,0.047159, 0.075205
us_000584063,0.047159, 0.076740
us_000615840,0.047159, 0.077875
us_000594291,0.047159, 0.080159
us_000494244,0.047159, 0.081926
us_000481186,0.047159, 0.082151
us_000474981,0.047159, 0.084197
us_000587424,0.047159, 0.088460
us_000494309,0.047159, 0.089546
us_000222779,0.047159, 0.090097
us_000602034,0.047159, 0.090327
us_000488904,0.047159, 0.094341
us_000478922,0.047159, 0.094408
us_000534815,0.047159, 0.095259
us_000500067,0.047159, 0.096488
us_000477513,0.047159, 0.108293
us_000595774,0.047159, 0.112078
us_000547641,0.047159, 0.113480
us_000597063,0.047159, 0.118542
us_000500206,0.047159, 0.119672
us_000534763,0.047159, 0.121981
us_000090509,0.047159, 0.126126
us_000470288,0.047159, 0.132271
us_000474896,0.047159, 0.146122
us_000515850,0.047159, 0.156750
us_000595714,0.047159, 0.164910
us_000009406,0.047159, 0.170022
us_000299776,0.047159, 0.181444
us_000248827,0.047159, 0.184849
us_000472890,0.047159, 0.201228
us_000535037,0.047159, 0.226286
us_000030183,0.047159, 0.227261
us_000486297,0.047159, 0.241385
us_000535116,0.047159, 0.256924
us_000500134,0.047159, 0.276277
us_000295108,0.047159, 0.452429
us_000481824,0.047159, 0.537463
pr_000763488,0.044705, 0.000000
pr_001696327,0.044705, 0.000000
pr_000289432,0.044705, 0.000000
pr_001936920,0.044705, 0.000000
us_000505603,0.044705, 0.017906
us_000473684,0.044705, 0.022026
us_000524542,0.044705, 0.022229
us_000521126,0.044705, 0.065847
us_000473032,0.044705, 0.068088
us_000511106,0.044705, 0.070778
us_000463781,0.044705, 0.074496
us_000177349,0.044705, 0.078863
us_000474906,0.044705, 0.085698
us_000512186,0.044705, 0.127952
us_000563913,0.044105, 0.000000
us_000500623,0.044105, 0.000000
us_000495935,0.044105, 0.000000
pr_000618132,0.044105, 0.000007
pr_001059081,0.044105, 0.000019
us_000487072,0.044105, 0.003240
pr_000653891,0.044105, 0.003555
us_000469261,0.044105, 0.021301
us_000472628,0.044105, 0.023399
us_000486296,0.044105, 1.255143
us_000554403,0.044105, 1.354187
us_000450965,0.044105, 1.397169
us_000228501,0.044105, 1.448989
us_000117504,0.044105, 1.497065
us_000508897,0.044105, 1.512733
us_000559000,0.044105, 1.573284
us_000591526,0.044105, 1.622000
pr_001675505,0.043388, 0.000000
pr_001648619,0.043388, 0.000000
pr_001823147,0.043388, 0.000000
pr_000011878,0.043388, 0.000000
pr_001153505,0.043388, 0.000000
pr_000198542,0.043388, 0.000000
pr_001675503,0.043388, 0.000000
pr_001584026,0.043388, 0.000000
pr_001067999,0.043388, 0.000000
pr_001121437,0.043388, 0.000000
pr_001038513,0.043388, 0.000000
pr_001011879,0.043388, 0.000002
pr_000822834,0.043388, 0.000007
pr_000544251,0.043388, 0.000018
us_000537881,0.043388, 0.002678
us_000549210,0.043388, 0.004561
us_000538149,0.043388, 0.013714
us_000536575,0.043388, 0.015658
us_000575350,0.043388, 0.016461
us_000353695,0.043388, 0.035374
us_000474108,0.043388, 0.080231
us_000495379,0.043388, 0.262137
us_000512723,0.043388, 0.301430
us_000538712,0.043388, 0.432754
us_000526818,0.043388, 0.455929
us_000587133,0.043388, 0.500806
pr_001662407,0.037589, 0.000000
pr_001688638,0.037589, 0.000000
pr_001023986,0.037589, 0.000000
pr_001622867,0.037589, 0.000000
pr_001045794,0.037589, 0.000000
pr_001693063,0.037589, 0.000000
pr_001022111,0.037589, 0.000000
pr_001708338,0.037589, 0.000000
pr_000889765,0.037589, 0.000000
pr_001026704,0.037589, 0.000000
pr_000879845,0.037589, 0.000000
pr_001711294,0.037589, 0.000000
pr_000987610,0.037589, 0.000000
pr_000965947,0.037589, 0.000000
pr_001687431,0.037589, 0.000000
pr_001977503,0.037589, 0.000000
pr_001023344,0.037589, 0.000000
pr_001693364,0.037589, 0.000000
pr_000869694,0.037589, 0.000000
pr_001045774,0.037589, 0.000000
pr_001686857,0.037589, 0.000000
pr_000862402,0.037589, 0.000000
pr_000944825,0.037589, 0.000000
pr_000958629,0.037589, 0.000000
pr_001689701,0.037589, 0.000000
pr_001410757,0.037589, 0.000000
pr_001030458,0.037589, 0.000000
pr_002083509,0.037589, 0.000000
pr_001078479,0.037589, 0.000000
pr_001755020,0.037589, 0.000000
pr_002110725,0.037589, 0.000000
pr_001686473,0.037589, 0.000000
pr_001080878,0.037589, 0.000000
pr_001688105,0.037589, 0.000000
pr_001014074,0.037589, 0.000000
pr_001006654,0.037589, 0.000000
pr_001405346,0.037589, 0.000000
pr_001688462,0.037589, 0.000000
pr_001692546,0.037589, 0.000000
pr_001026590,0.037589, 0.000000
pr_002085619,0.037589, 0.000000
pr_001706981,0.037589, 0.000000
pr_000997445,0.037589, 0.000000
pr_001629975,0.037589, 0.000000
pr_001000024,0.037589, 0.000000
pr_001626263,0.037589, 0.000000
pr_001834627,0.037589, 0.000000
pr_001029374,0.037589, 0.000000
pr_001708860,0.037589, 0.000000
pr_001029587,0.037589, 0.000000
pr_001021284,0.037589, 0.000001
pr_001002884,0.037589, 0.000001
pr_001001203,0.037589, 0.000005
pr_001034110,0.037589, 0.000016
pr_001063544,0.037589, 0.000016
pr_001691606,0.037589, 0.000016
pr_001029578,0.037589, 0.000199
pr_001162736,0.037589, 0.002779
us_000491683,0.037589, 0.049873
us_000543248,0.037589, 0.183398
us_000580624,0.037589, 0.193428
us_000506100,0.037589, 0.196723
us_000590331,0.037589, 0.203702
us_000560631,0.037589, 0.225350
us_000559515,0.037589, 0.226429
us_000605069,0.037589, 0.248605
us_000576244,0.037589, 0.249101
us_000563474,0.037589, 0.263821
us_000543196,0.037589, 0.265530
us_000541063,0.037589, 0.272785
us_000588794,0.037589, 0.273833
us_000523509,0.037589, 0.273833
us_000583093,0.037589, 0.273833
us_000562011,0.037589, 0.273833
us_000574852,0.037589, 0.273845
us_000574716,0.037589, 0.274872
us_000506242,0.037589, 0.274872
us_000616363,0.037589, 0.274872
us_000543862,0.037589, 0.274872
us_000034888,0.037589, 0.278838
us_000538302,0.037589, 0.281319
us_000538267,0.037589, 0.281319
us_000575087,0.037589, 0.282219
us_000487470,0.037589, 0.282219
us_000533662,0.037589, 0.286892
us_000506214,0.037589, 0.309749
us_000543495,0.037589, 0.325865
us_000544094,0.037589, 0.336936
us_000498917,0.037589, 0.337468
us_000500538,0.037589, 0.344815
us_000484941,0.037589, 0.369955
us_000503990,0.037589, 0.371561
us_000477238,0.037589, 0.379273
us_000594537,0.037589, 0.387953
us_000597703,0.037589, 0.391139
us_000471021,0.027724, 0.000000
pr_000250252,0.027724, 0.000000
pr_000020263,0.027724, 0.000000
pr_000727890,0.027724, 0.000000
pr_000825804,0.027724, 0.000000
pr_000778861,0.027724, 0.000000
pr_000967517,0.027724, 0.000000
pr_000136106,0.027724, 0.000000
pr_000428594,0.027724, 0.000000
pr_000668083,0.027724, 0.000000
pr_000446694,0.027724, 0.000000
pr_000021084,0.027724, 0.000000
pr_000720542,0.027724, 0.000000
pr_000753170,0.027724, 0.000000
pr_000015535,0.027724, 0.000000
pr_000902343,0.027724, 0.000000
pr_000755420,0.027724, 0.000000
pr_000608749,0.027724, 0.000000
pr_000111218,0.027724, 0.000000
pr_000877670,0.027724, 0.000000
pr_000402226,0.027724, 0.000000
pr_000963942,0.027724, 0.000000
pr_000597116,0.027724, 0.000000
pr_000609212,0.027724, 0.000000
pr_000898657,0.027724, 0.000000
pr_000726996,0.027724, 0.000000
pr_000774139,0.027724, 0.000000
pr_000610043,0.027724, 0.000000
pr_000636972,0.027724, 0.000000
pr_000722370,0.027724, 0.000000
pr_000104707,0.027724, 0.000000
pr_001009722,0.027724, 0.000000
pr_000990242,0.027724, 0.000000
pr_001874763,0.027724, 0.000000
pr_000626720,0.027724, 0.000000
pr_000017869,0.027724, 0.000000
pr_000426662,0.027724, 0.000000
pr_000588547,0.027724, 0.000000
pr_000741273,0.027724, 0.000000
pr_000021014,0.027724, 0.000000
pr_000862297,0.027724, 0.000000
pr_000016156,0.027724, 0.000000
pr_000831429,0.027724, 0.000000
pr_001909453,0.027724, 0.000000
pr_000231085,0.027724, 0.000000
pr_000959861,0.027724, 0.000000
pr_000228972,0.027724, 0.000000
pr_000643149,0.027724, 0.000000
pr_000946663,0.027724, 0.000001
pr_000306065,0.027724, 0.000003
pr_000258828,0.027724, 0.000003
us_000475266,0.027724, 0.030005
us_000512615,0.027724, 0.030644
us_000577356,0.027724, 0.031794
us_000466548,0.027724, 0.031981
us_000588246,0.027724, 0.032155
us_000053224,0.027724, 0.032354
us_000483436,0.027724, 0.032443
us_000231819,0.027724, 0.032457
us_000587191,0.027724, 0.032829
us_000477462,0.027724, 0.032907
us_000595084,0.027724, 0.033006
us_000597478,0.027724, 0.033061
us_000579226,0.027724, 0.033077
us_000589960,0.027724, 0.033143
us_000597495,0.027724, 0.033300
us_000534150,0.027724, 0.033336
us_000549597,0.027724, 0.033374
us_000123756,0.027724, 0.033415
us_000547518,0.027724, 0.033485
us_000499548,0.027724, 0.033553
us_000589847,0.027724, 0.033564
us_000578871,0.027724, 0.033755
us_000610802,0.027724, 0.033834
us_000557987,0.027724, 0.033834
us_000592061,0.027724, 0.033875
us_000493389,0.027724, 0.034024
us_000558159,0.027724, 0.034050
us_000572592,0.027724, 0.034079
us_000473058,0.027724, 0.034149
us_000579373,0.027724, 0.034231
us_000476210,0.027724, 0.034278
us_000576374,0.027724, 0.034278
us_000469937,0.027724, 0.034282
us_000585799,0.027724, 0.034326
us_000477176,0.027724, 0.034420
us_000577720,0.027724, 0.034431
us_000580054,0.027724, 0.034431
us_000469079,0.027724, 0.034618
us_000470827,0.027724, 0.034622
us_000485862,0.027724, 0.034623
us_000466584,0.027724, 0.034860
us_000469234,0.027724, 0.034935
us_000479898,0.027724, 0.034935
us_000460018,0.027724, 0.034964
us_000479605,0.027724, 0.035019
us_000296788,0.027724, 0.035141
us_000407512,0.027724, 0.035219
us_000466674,0.027724, 0.035219
us_000553635,0.027724, 0.035327
us_000538249,0.027724, 0.035383
us_000475028,0.027724, 0.035488
us_000533307,0.027724, 0.035533
us_000474114,0.027724, 0.035564
us_000503187,0.027724, 0.036147
us_000480512,0.027724, 0.036250
us_000557711,0.027724, 0.036356
us_000541177,0.027724, 0.036356
us_000538031,0.027724, 0.036356
us_000107256,0.027724, 0.036540
us_000558906,0.027724, 0.036542
us_000557198,0.027724, 0.036671
us_000538263,0.027724, 0.036671
us_000557154,0.027724, 0.036671
us_000538043,0.027724, 0.036671
us_000489691,0.027724, 0.036671
us_000510798,0.027724, 0.037026
us_000474142,0.027724, 0.037036
us_000579298,0.027724, 0.037137
us_000552599,0.027724, 0.037283
us_000514623,0.027724, 0.037362
us_000573411,0.027724, 0.037389
us_000528997,0.027724, 0.037410
us_000479627,0.027724, 0.037539
us_000480418,0.027724, 0.037539
us_000462606,0.027724, 0.037539
us_000493666,0.027724, 0.037539
us_000544947,0.027724, 0.037539
us_000588057,0.027724, 0.037551
us_000522190,0.027724, 0.037640
us_000613808,0.027724, 0.037806
us_000533906,0.027724, 0.037864
us_000596902,0.027724, 0.037907
us_000596361,0.027724, 0.037959
us_000542635,0.027724, 0.038084
us_000507442,0.027724, 0.038091
us_000479588,0.027724, 0.038091
us_000574634,0.027724, 0.038129
us_000517337,0.027724, 0.038134
us_000544997,0.027724, 0.038134
us_000533510,0.027724, 0.038134
us_000553699,0.027724, 0.038134
us_000541150,0.027724, 0.038136
us_000536073,0.027724, 0.038219
us_000563393,0.027724, 0.038398
us_000563417,0.027724, 0.038549
us_000470857,0.027724, 0.038586
us_000563163,0.027724, 0.038655
us_000563274,0.027724, 0.038773
us_000537424,0.027724, 0.038773
us_000597945,0.027724, 0.038805
us_000511942,0.027724, 0.038805
us_000481976,0.027724, 0.038805
us_000493460,0.027724, 0.038805
us_000504747,0.027724, 0.038805
us_000483372,0.027724, 0.038805
us_000487812,0.027724, 0.038805
us_000553332,0.027724, 0.038958
us_000522734,0.027724, 0.038958
us_000529967,0.027724, 0.038958
us_000564530,0.027724, 0.038958
us_000476208,0.027724, 0.038958
us_000482277,0.027724, 0.038958
us_000586778,0.027724, 0.039146
us_000561257,0.027724, 0.039265
us_000514749,0.027724, 0.039336
us_000614493,0.027724, 0.039352
us_000591173,0.027724, 0.039365
us_000579736,0.027724, 0.039365
us_000595141,0.027724, 0.039407
us_000597576,0.027724, 0.039449
us_000547765,0.027724, 0.039474
us_000542657,0.027724, 0.039500
us_000202517,0.027724, 0.039532
us_000407825,0.027724, 0.039637
us_000484653,0.027724, 0.039637
us_000475397,0.027724, 0.039637
us_000467914,0.027724, 0.039746
us_000466781,0.027724, 0.039746
us_000486380,0.027724, 0.039746
us_000056391,0.027724, 0.039746
us_000581669,0.027724, 0.039746
us_000479586,0.027724, 0.039746
us_000477522,0.027724, 0.039746
us_000486433,0.027724, 0.039746
us_000487496,0.027724, 0.039746
us_000321573,0.027724, 0.039746
us_000481410,0.027724, 0.039746
us_000475526,0.027724, 0.039746
us_000478514,0.027724, 0.039746
us_000035141,0.027724, 0.039746
us_000457989,0.027724, 0.039746
us_000459161,0.027724, 0.039746
us_000459146,0.027724, 0.039746
us_000463188,0.027724, 0.039746
us_000499564,0.027724, 0.039746
us_000463099,0.027724, 0.039746
us_000464312,0.027724, 0.039746
us_000602701,0.027724, 0.039746
us_000601975,0.027724, 0.039746
us_000462209,0.027724, 0.039746
us_000557191,0.027724, 0.039746
us_000579741,0.027724, 0.039746
us_000468541,0.027724, 0.039746
us_000459187,0.027724, 0.039746
us_000475097,0.027724, 0.039746
us_000113703,0.027724, 0.039746
us_000581670,0.027724, 0.039746
us_000611370,0.027724, 0.039746
us_000486184,0.027724, 0.039746
us_000464314,0.027724, 0.039746
us_000486378,0.027724, 0.039746
us_000459025,0.027724, 0.039746
us_000466785,0.027724, 0.039746
us_000038583,0.027724, 0.039746
us_000512980,0.027724, 0.039746
us_000464317,0.027724, 0.039746
us_000464299,0.027724, 0.039746
us_000230787,0.027724, 0.039746
us_000487850,0.027724, 0.039746
us_000587199,0.027724, 0.039746
us_000270486,0.027724, 0.039746
us_000560197,0.027724, 0.039746
us_000466459,0.027724, 0.039746
us_000486948,0.027724, 0.039746
us_000464313,0.027724, 0.039746
us_000475040,0.027724, 0.039746
us_000543390,0.027724, 0.039746
us_000484994,0.027724, 0.039746
us_000475043,0.027724, 0.039746
us_000466568,0.027724, 0.039746
us_000422405,0.027724, 0.039746
us_000467854,0.027724, 0.039746
us_000483002,0.027724, 0.039746
us_000483070,0.027724, 0.039746
us_000511996,0.027724, 0.039746
us_000485019,0.027724, 0.039746
us_000484691,0.027724, 0.039746
us_000480288,0.027724, 0.039746
us_000462138,0.027724, 0.039746
us_000475460,0.027724, 0.039746
us_000463935,0.027724, 0.039746
us_000481629,0.027724, 0.039746
us_000318006,0.027724, 0.039746
us_000466541,0.027724, 0.039746
us_000460015,0.027724, 0.039746
us_000599016,0.027724, 0.039746
us_000480202,0.027724, 0.039746
us_000512979,0.027724, 0.039746
us_000512993,0.027724, 0.039746
us_000462246,0.027724, 0.039746
us_000482944,0.027724, 0.039746
us_000474532,0.027724, 0.039746
us_000485052,0.027724, 0.039746
us_000486288,0.027724, 0.039746
us_000482077,0.027724, 0.039746
us_000466629,0.027724, 0.039746
us_000056148,0.027724, 0.039746
us_000580842,0.027724, 0.039746
us_000123704,0.027724, 0.039746
us_000486949,0.027724, 0.039746
us_000459141,0.027724, 0.039746
us_000581671,0.027724, 0.039746
us_000283403,0.027724, 0.039746
us_000499560,0.027724, 0.039746
us_000026876,0.027724, 0.039746
us_000462901,0.027724, 0.039746
us_000460026,0.027724, 0.039746
us_000466735,0.027724, 0.039746
us_000466581,0.027724, 0.039746
us_000601168,0.027724, 0.039833
us_000545043,0.027724, 0.039909
us_000564728,0.027724, 0.039942
us_000585589,0.027724, 0.039942
us_000597564,0.027724, 0.040022
us_000579733,0.027724, 0.040120
pr_000937675,0.027724, 0.040170
pr_000937579,0.027724, 0.040170
us_000082175,0.027724, 0.040185
us_000545738,0.027724, 0.040229
us_000420276,0.027724, 0.040270
us_000538213,0.027724, 0.040284
us_000568361,0.027724, 0.040284
us_000567993,0.027724, 0.040341
us_000534028,0.027724, 0.040341
us_000487429,0.027724, 0.040341
us_000597804,0.027724, 0.040355
us_000578532,0.027724, 0.040363
us_000564440,0.027724, 0.040421
us_000507497,0.027724, 0.040468
us_000537923,0.027724, 0.040468
us_000532232,0.027724, 0.040472
us_000575367,0.027724, 0.040475
us_000575709,0.027724, 0.040475
us_000480146,0.027724, 0.040504
us_000478743,0.027724, 0.040504
us_000564698,0.027724, 0.040527
us_000479312,0.027724, 0.040530
us_000533329,0.027724, 0.040555
us_000461039,0.027724, 0.040560
us_000519765,0.027724, 0.040584
us_000561123,0.027724, 0.040592
us_000558567,0.027724, 0.040607
us_000613770,0.027724, 0.040657
us_000479538,0.027724, 0.040665
us_000463257,0.027724, 0.040665
us_000617347,0.027724, 0.040696
us_000569968,0.027724, 0.040700
us_000569982,0.027724, 0.040700
us_000530069,0.027724, 0.040701
us_000315902,0.027724, 0.040706
us_000542632,0.027724, 0.040746
us_000615025,0.027724, 0.040879
us_000615023,0.027724, 0.040879
us_000602009,0.027724, 0.040879
us_000542347,0.027724, 0.040901
us_000536032,0.027724, 0.040951
us_000494109,0.027724, 0.040960
us_000498554,0.027724, 0.040986
us_000489686,0.027724, 0.041049
us_000564659,0.027724, 0.041049
us_000553717,0.027724, 0.041097
us_000516989,0.027724, 0.041105
us_000573612,0.027724, 0.041196
us_000512857,0.027724, 0.041223
