Product ID : 7818 # of JPs covered : 1 : 445 : Municipal Finance-Admin, 
us_000491525,0.172576,0.000348
us_000562178,0.172576,0.001234
us_000429476,0.126139,0.000000
us_000475053,0.126139,0.000000
us_000473054,0.126139,0.000000
us_000228095,0.126139,0.000000
pr_000973384,0.126139,0.000000
pr_000731172,0.126139,0.000000
pr_000890262,0.126139,0.000000
pr_001749342,0.126139,0.000000
pr_000989484,0.126139,0.000000
pr_000842935,0.126139,0.000000
pr_001035510,0.126139,0.000000
pr_001606439,0.126139,0.000000
pr_001006399,0.126139,0.000000
pr_001897448,0.126139,0.000000
pr_000603468,0.126139,0.000000
pr_000817440,0.126139,0.000000
pr_000858384,0.126139,0.000000
pr_000847351,0.126139,0.000000
pr_000730083,0.126139,0.000000
pr_001748425,0.126139,0.000000
pr_001013966,0.126139,0.000000
pr_000883019,0.126139,0.000000
pr_000989773,0.126139,0.000000
pr_001011020,0.126139,0.000000
pr_000744681,0.126139,0.000000
pr_000775911,0.126139,0.000000
pr_000894767,0.126139,0.000000
pr_000760070,0.126139,0.000000
pr_000978959,0.126139,0.000000
pr_000970085,0.126139,0.000000
pr_001006406,0.126139,0.000000
pr_001018943,0.126139,0.000000
pr_000971350,0.126139,0.000000
pr_000781973,0.126139,0.000000
pr_000859337,0.126139,0.000000
pr_000976612,0.126139,0.000000
pr_000820734,0.126139,0.000000
pr_001642772,0.126139,0.000000
pr_000860795,0.126139,0.000000
pr_000880257,0.126139,0.000000
pr_000813634,0.126139,0.000000
pr_000857274,0.126139,0.000000
pr_002081867,0.126139,0.000000
pr_000873004,0.126139,0.000000
pr_000879968,0.126139,0.000000
pr_000898140,0.126139,0.000000
pr_000861187,0.126139,0.000000
pr_000745396,0.126139,0.000000
pr_000785809,0.126139,0.000000
pr_000789976,0.126139,0.000000
pr_000765535,0.126139,0.000000
pr_000601043,0.126139,0.000000
pr_000976160,0.126139,0.000000
pr_000569247,0.126139,0.000000
pr_000658697,0.126139,0.000000
pr_001619047,0.126139,0.000000
pr_000629398,0.126139,0.000000
pr_001015158,0.126139,0.000000
pr_000906458,0.126139,0.000000
pr_000716802,0.126139,0.000000
pr_001047424,0.126139,0.000000
pr_000711589,0.126139,0.000000
pr_001029941,0.126139,0.000000
pr_000842513,0.126139,0.000000
pr_000968650,0.126139,0.000000
pr_000876969,0.126139,0.000000
pr_000904026,0.126139,0.000000
pr_000667618,0.126139,0.000000
pr_000691342,0.126139,0.000000
pr_000604860,0.126139,0.000000
pr_000664250,0.126139,0.000000
pr_000771439,0.126139,0.000000
pr_000785733,0.126139,0.000000
pr_000847002,0.126139,0.000000
us_000524381,0.126139,0.000000
us_000533029,0.126139,0.000000
us_000543749,0.126139,0.000000
us_000514657,0.126139,0.000000
pr_000913651,0.126139,0.000000
pr_000712147,0.126139,0.000000
pr_000667620,0.126139,0.000000
pr_001030310,0.126139,0.000000
pr_000761135,0.126139,0.000000
pr_000720411,0.126139,0.000000
pr_000769517,0.126139,0.000000
pr_000770522,0.126139,0.000000
pr_000735837,0.126139,0.000000
pr_000981495,0.126139,0.000000
pr_002081776,0.126139,0.000000
pr_001094637,0.126139,0.000000
pr_001738646,0.126139,0.000000
pr_001397541,0.126139,0.000000
pr_001589853,0.126139,0.000000
pr_000361216,0.126139,0.000000
pr_000839525,0.126139,0.000000
pr_000712591,0.126139,0.000000
pr_001008561,0.126139,0.000000
pr_000716813,0.126139,0.000000
pr_000758649,0.126139,0.000000
pr_000969072,0.126139,0.000000
pr_000292837,0.126139,0.000000
pr_000947730,0.126139,0.000000
pr_000571039,0.126139,0.000000
pr_000829299,0.126139,0.000000
pr_000690973,0.126139,0.000000
pr_000883935,0.126139,0.000000
pr_001584924,0.126139,0.000000
pr_001588076,0.126139,0.000000
pr_000924613,0.126139,0.000000
pr_000715694,0.126139,0.000000
pr_000761659,0.126139,0.000000
pr_000583740,0.126139,0.000000
pr_001594892,0.126139,0.000000
pr_000872066,0.126139,0.000000
pr_000642049,0.126139,0.000000
pr_000978092,0.126139,0.000000
pr_000968237,0.126139,0.000000
pr_000877403,0.126139,0.000003
pr_000971151,0.126139,0.000003
us_000476036,0.126139,0.000004
us_000580329,0.126139,0.000004
pr_000636544,0.126139,0.000006
us_000570374,0.126139,0.000007
us_000579009,0.126139,0.000009
pr_000848581,0.126139,0.000032
us_000572242,0.126139,0.000034
us_000593675,0.126139,0.000034
us_000533452,0.126139,0.000035
pr_000995099,0.126139,0.000038
us_000558564,0.126139,0.000052
pr_000668571,0.126139,0.000074
pr_001588230,0.126139,0.000083
us_000538564,0.126139,0.000100
pr_001586557,0.126139,0.000110
us_000557751,0.126139,0.000122
us_000567261,0.126139,0.000126
us_000470525,0.126139,0.000181
us_000602890,0.126139,0.000199
us_000575610,0.126139,0.000241
pr_001834949,0.126139,0.000703
us_000541657,0.126139,0.000974
us_000467870,0.126139,0.001157
us_000600592,0.126139,0.001417
us_000599418,0.126139,0.002310
us_000616936,0.126139,0.002319
us_000598770,0.126139,0.002383
us_000603699,0.126139,0.002383
us_000616374,0.126139,0.002383
us_000543750,0.126139,0.002433
us_000598661,0.126139,0.004229
us_000613906,0.126139,0.004932
us_000593646,0.126139,0.004932
us_000587545,0.126139,0.005068
us_000549729,0.126139,0.005120
us_000580910,0.126139,0.005233
us_000526929,0.126139,0.006011
us_000524353,0.126139,0.006834
us_000592647,0.126139,0.008645
pr_002152259,0.126139,0.013222
us_000597712,0.126139,0.013760
us_000595248,0.126139,0.016080
us_000535722,0.126139,0.029922
us_000605800,0.126139,0.059103
us_000548993,0.126139,0.060302
us_000578850,0.126139,0.062557
us_000522177,0.126139,0.063858
us_000587252,0.126139,0.072339
pr_000002216,0.072283,0.000000
pr_000159946,0.072283,0.000000
us_000513061,0.072283,0.000000
us_000564739,0.072283,0.000000
us_000499821,0.072283,0.000000
us_000483199,0.072283,0.000000
pr_002153419,0.072283,0.000011
us_000550952,0.072283,0.000022
pr_000726970,0.072283,0.000058
us_000553971,0.072283,0.000122
us_000500080,0.072283,0.000552
us_000582748,0.072283,0.000596
us_000528874,0.072283,0.000750
us_000571943,0.072283,0.001004
us_000467152,0.072283,0.001395
us_000481135,0.072283,0.001865
us_000250294,0.072283,0.002530
pr_002178844,0.072283,0.002706
us_000466108,0.072283,0.002882
us_000543819,0.072283,0.003250
us_000387527,0.072283,0.003766
us_000496673,0.072283,0.003942
us_000592773,0.072283,0.004230
us_000473149,0.072283,0.005472
us_000553109,0.072283,0.010594
us_000467329,0.072283,0.011058
us_000558835,0.072283,0.012558
us_000519621,0.072283,0.015135
us_000544957,0.072283,0.016309
us_000596176,0.072283,0.016612
us_000491526,0.072283,0.021374
us_000545998,0.072283,0.043190
us_000474401,0.072283,0.044419
us_000545544,0.072283,0.059130
us_000486178,0.072283,0.064669
us_000543386,0.072283,0.114632
us_000499453,0.072283,0.132789
us_000512763,0.072283,0.237813
us_000498280,0.072283,0.280581
us_000478175,0.072283,0.587337
us_000517304,0.051728,0.018363
pr_000749254,0.051728,0.258029
pr_001064905,0.051728,0.263201
pr_000720646,0.051728,0.278050
pr_000734680,0.051728,0.280137
pr_000939442,0.051728,0.281016
pr_001061054,0.051728,0.286941
pr_000294470,0.051728,0.290505
pr_000618142,0.051728,0.290837
pr_000444755,0.051728,0.290897
pr_000298892,0.051728,0.294078
pr_000295118,0.051728,0.294884
pr_000749765,0.051728,0.294884
pr_001107506,0.051728,0.295674
pr_001956851,0.051728,0.295674
pr_000624752,0.051728,0.295674
pr_000295233,0.051728,0.296945
pr_002066468,0.051728,0.301287
pr_001610473,0.051728,0.301287
pr_000294905,0.051728,0.301287
pr_001988819,0.051728,0.301525
pr_001059684,0.051728,0.303488
pr_001059133,0.051728,0.303488
pr_001057094,0.051728,0.303488
pr_000622558,0.051728,0.303488
pr_000942959,0.051728,0.303488
pr_001061828,0.051728,0.303488
pr_000619623,0.051728,0.304017
pr_001627566,0.051728,0.304021
pr_001062504,0.051728,0.304021
pr_002223126,0.051728,0.304021
pr_002183391,0.051728,0.304021
pr_000627173,0.051728,0.305892
pr_000998093,0.051728,0.305892
pr_000749014,0.051728,0.306141
pr_000627177,0.051728,0.307928
pr_000978707,0.051728,0.307928
pr_001013608,0.051728,0.307928
pr_000886595,0.051728,0.307928
pr_000164214,0.051728,0.309057
pr_001642068,0.051728,0.310762
pr_001102255,0.051728,0.314885
pr_001655494,0.051728,0.315897
pr_000972009,0.032665,0.000000
pr_001087116,0.032665,0.000000
pr_000835396,0.032665,0.000000
pr_001627507,0.032665,0.000000
us_000598724,0.032665,0.000004
pr_001835584,0.032665,0.000051
us_000604438,0.032665,0.000115
us_000579651,0.032665,0.000153
pr_000886077,0.032665,0.000158
us_000588991,0.032665,0.000698
us_000575411,0.032665,0.000753
us_000597538,0.032665,0.001337
us_000582083,0.032665,0.001337
us_000599117,0.032665,0.001337
us_000615760,0.032665,0.001337
us_000555143,0.032665,0.001337
us_000591019,0.032665,0.001337
us_000580751,0.032665,0.001337
us_000615759,0.032665,0.001337
us_000592319,0.032665,0.001337
us_000599108,0.032665,0.001337
us_000569807,0.032665,0.001337
us_000615366,0.032665,0.001353
us_000600600,0.032665,0.001739
us_000465315,0.032665,0.001879
us_000581513,0.032665,0.002130
pr_000605045,0.032665,0.002617
us_000570070,0.032665,0.004754
us_000549435,0.032665,0.007093
us_000569803,0.032665,0.008330
us_000564033,0.032665,0.010416
us_000528614,0.032665,0.010457
us_000509725,0.032665,0.011676
us_000510562,0.032665,0.027847
us_000582237,0.032665,0.039440
us_000465783,0.032665,0.099510
us_000476077,0.032665,1.004666
us_000525887,0.032665,1.064365
us_000486325,0.032665,1.316416
us_000499551,0.032665,1.482571
us_000495621,0.032665,1.628553
us_000292496,0.032665,1.666743
us_000589781,0.032665,1.681162
us_000589518,0.032665,1.714944
us_000495693,0.032665,1.728053
us_000586000,0.032665,1.729734
us_000585933,0.032665,1.766578
us_000487982,0.032665,1.803741
us_000527753,0.032665,1.814778
us_000488234,0.032665,1.829641
us_000537379,0.032665,1.872085
us_000488015,0.032665,1.873659
us_000537464,0.032665,1.885186
us_000468149,0.032665,1.891515
us_000486466,0.032665,1.956812
us_000488033,0.032665,1.975552
us_000500843,0.032665,2.003440
us_000512862,0.032665,2.026688
us_000589929,0.032665,2.068544
us_000586087,0.032665,2.074639
us_000537731,0.032665,2.109096
us_000503660,0.032665,2.266546
us_000495276,0.032665,2.277052
us_000504907,0.032665,2.304615
us_000503675,0.032665,2.321935
us_000486590,0.032665,2.454964
